C_CUSTKEY,C_NAME,C_ADDRESS,C_CITY,C_NATION,C_REGION,C_PHONE,C_MKTSEGMENT
343,Customer#000000343,NHww8ejiGh6ESiZtB,CANADA   5,CANADA,AMERICA,13-627-739-3247,HOUSEHOLD
344,Customer#000000344,2QzOS1,BRAZIL   1,BRAZIL,AMERICA,12-593-745-7663,FURNITURE
346,Customer#000000346,hUZ8wjxMXmFOvLMG0TLRzc,BRAZIL   7,BRAZIL,AMERICA,12-900-864-2687,FURNITURE
347,Customer#000000347,B97T4a DtG,ARGENTINA9,ARGENTINA,AMERICA,11-413-334-3112,BUILDING
349,Customer#000000349,"xHhpHvH4RxD91b,ZD8rBV32",UNITED KI9,UNITED KINGDOM,EUROPE,33-848-924-8465,BUILDING
350,Customer#000000350,lrwpel5EickFTyO,MOROCCO  6,MOROCCO,AFRICA,25-731-874-4632,BUILDING
352,Customer#000000352,kAJimWk97g0Oly4Ch6ame6W,INDONESIA9,INDONESIA,ASIA,19-864-360-4811,HOUSEHOLD
353,Customer#000000353,NLykoFfWPVAqgNw,IRAN     0,IRAN,MIDDLE EAST,20-518-729-7516,BUILDING
355,Customer#000000355,"Z,V X4KR14",KENYA    8,KENYA,AFRICA,24-608-810-1027,FURNITURE
356,Customer#000000356,S9Ld37hIwg8CDf,IRAN     5,IRAN,MIDDLE EAST,20-311-646-8139,FURNITURE
358,Customer#000000358,mrrsrIBFB6h4sZjET,ETHIOPIA 2,ETHIOPIA,AFRICA,15-834-603-6193,MACHINERY
359,Customer#000000359,"tWF6jSzzOXhYv,6",KENYA    6,KENYA,AFRICA,24-341-703-7537,FURNITURE
361,Customer#000000361,"G,lSHfh5",SAUDI ARA7,SAUDI ARABIA,MIDDLE EAST,30-945-775-6041,BUILDING
364,Customer#000000364,9aXPVbVcy FE1HhTTyA0DZ7,UNITED KI6,UNITED KINGDOM,EUROPE,33-869-179-8201,HOUSEHOLD
365,Customer#000000365,bI19ss,UNITED ST6,UNITED STATES,AMERICA,34-255-558-2181,HOUSEHOLD
367,Customer#000000367,u1QnCn1oAyZ5e75h,JORDAN   6,JORDAN,MIDDLE EAST,23-677-253-1923,HOUSEHOLD
370,Customer#000000370,DtqbDO,JAPAN    3,JAPAN,ASIA,22-550-734-3053,FURNITURE
371,Customer#000000371,ODuHo3vJx8kurRg4,RUSSIA   0,RUSSIA,EUROPE,32-386-236-4965,AUTOMOBILE
373,Customer#000000373,ZJ arwjGPQeFhos30E5GyKei,SAUDI ARA1,SAUDI ARABIA,MIDDLE EAST,30-802-377-6737,MACHINERY
374,Customer#000000374,MKWMGG6Z0,RUSSIA   6,RUSSIA,EUROPE,32-501-160-2138,AUTOMOBILE
376,Customer#000000376,Xdvzwma6r7XE8Ksx6Z9,MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-187-791-1329,AUTOMOBILE
379,Customer#000000379,zXasoM0AZdQz,GERMANY  6,GERMANY,EUROPE,17-478-945-8565,AUTOMOBILE
380,Customer#000000380,EYvXhOZPIBwioPc6K m,VIETNAM  0,VIETNAM,ASIA,31-855-800-9397,BUILDING
382,Customer#000000382,7NKqeREgVhE8tGq11bL9,INDIA    8,INDIA,ASIA,18-276-504-7576,AUTOMOBILE
383,Customer#000000383,Jpij2L3w5nCxUAAUlFA,BRAZIL   9,BRAZIL,AMERICA,12-461-673-5975,MACHINERY
385,Customer#000000385,thwbiZW78bCIls2,CANADA   8,CANADA,AMERICA,13-653-143-9198,AUTOMOBILE
386,Customer#000000386,oMauzpuIu7T9aTh6UEN,UNITED ST5,UNITED STATES,AMERICA,34-654-425-3160,BUILDING
388,Customer#000000388,O5WFAnxL,GERMANY  8,GERMANY,EUROPE,17-818-172-9796,HOUSEHOLD
389,Customer#000000389,"JHSgdf,0j9xiwDw3rvSH",INDONESIA7,INDONESIA,ASIA,19-657-542-6575,AUTOMOBILE
391,Customer#000000391,"BZ,850WgpZ0",IRAQ     8,IRAQ,MIDDLE EAST,21-538-909-7828,HOUSEHOLD
392,Customer#000000392,kTeUhd,PERU     0,PERU,AMERICA,27-216-298-8075,BUILDING
394,Customer#000000394,Eu4ZHz0eawjEN rtTYKqzZ,UNITED KI5,UNITED KINGDOM,EUROPE,33-908-964-3744,MACHINERY
395,Customer#000000395,"Q,U KV",MOROCCO  5,MOROCCO,AFRICA,25-794-664-6721,HOUSEHOLD
397,Customer#000000397,ns9YphhS,GERMANY  4,GERMANY,EUROPE,17-734-538-2612,FURNITURE
398,Customer#000000398,PARdEzi7WPVhpSfUR,MOROCCO  5,MOROCCO,AFRICA,25-674-901-6358,HOUSEHOLD
400,Customer#000000400,"7YXst,TmbuB",KENYA    1,KENYA,AFRICA,24-496-532-1834,BUILDING
403,Customer#000000403,S0p52NKLGlg,KENYA    6,KENYA,AFRICA,24-504-284-4145,HOUSEHOLD
404,Customer#000000404,"ZC Kwgh,VHdweYRZE",RUSSIA   8,RUSSIA,EUROPE,32-238-512-8093,BUILDING
406,Customer#000000406,IZLckS4zi Zhi,INDONESIA3,INDONESIA,ASIA,19-760-506-6303,FURNITURE
407,Customer#000000407,PLobRQm,ARGENTINA6,ARGENTINA,AMERICA,11-572-505-2719,MACHINERY
409,Customer#000000409,Fy eIowaud tZoH0P6Wi8m4V,IRAQ     4,IRAQ,MIDDLE EAST,21-209-319-7158,FURNITURE
410,Customer#000000410,E2QGYyraR0L,GERMANY  9,GERMANY,EUROPE,17-160-150-8694,BUILDING
412,Customer#000000412,WidY21a JniY2p5lgInPfBs,RUSSIA   2,RUSSIA,EUROPE,32-466-515-3035,BUILDING
413,Customer#000000413,"1WhEVe, xJio",FRANCE   1,FRANCE,EUROPE,16-288-365-8603,FURNITURE
415,Customer#000000415,YXWHoaI6,UNITED KI9,UNITED KINGDOM,EUROPE,33-703-610-7397,FURNITURE
418,Customer#000000418,"1M,ASZN crAK5j3k h",ETHIOPIA 7,ETHIOPIA,AFRICA,15-160-467-2724,FURNITURE
419,Customer#000000419,LwP1diW65prCVtc2Y,MOZAMBIQU1,MOZAMBIQUE,AFRICA,26-142-219-6942,BUILDING
421,Customer#000000421,JyXE6GG1q,JORDAN   2,JORDAN,MIDDLE EAST,23-799-914-3522,FURNITURE
422,Customer#000000422,rtds1qwEinDWYhyIbRusRgXB,INDONESIA1,INDONESIA,ASIA,19-817-520-4862,HOUSEHOLD
424,Customer#000000424,JWOLXHE9mRj,ROMANIA  1,ROMANIA,EUROPE,29-804-440-6594,HOUSEHOLD
425,Customer#000000425,GBXQoapg,MOZAMBIQU4,MOZAMBIQUE,AFRICA,26-448-941-4085,HOUSEHOLD
427,Customer#000000427,gjs3QUZ6YqlALPAIZt22,BRAZIL   0,BRAZIL,AMERICA,12-828-566-3638,MACHINERY
428,Customer#000000428,8o5HFtP3Tu1G4OjeXXf,VIETNAM  2,VIETNAM,ASIA,31-606-963-8082,BUILDING
430,Customer#000000430, YtLbnkkcAkLKG59zV,CANADA   6,CANADA,AMERICA,13-292-526-2335,BUILDING
431,Customer#000000431,adL83Q6hGK,FRANCE   3,FRANCE,EUROPE,16-349-627-9983,HOUSEHOLD
433,Customer#000000433,U3lxmXrM,SAUDI ARA3,SAUDI ARABIA,MIDDLE EAST,30-176-168-9325,FURNITURE
434,Customer#000000434,VfkqLZJwWeqV,CANADA   2,CANADA,AMERICA,13-517-509-8905,MACHINERY
436,Customer#000000436,Xnodsr7SWYP527OR68RWH9,ROMANIA  5,ROMANIA,EUROPE,29-274-296-4639,FURNITURE
437,Customer#000000437,"0ceZuyjN,AZmFOhCrTTlZet",EGYPT    0,EGYPT,MIDDLE EAST,14-235-126-9396,AUTOMOBILE
439,Customer#000000439,"YNMpPGsYztawSteM,tq5hGmW",KENYA    0,KENYA,AFRICA,24-424-458-3725,BUILDING
442,Customer#000000442,AwKQtMhlf,ARGENTINA6,ARGENTINA,AMERICA,11-529-846-1592,FURNITURE
443,Customer#000000443,7Ntdk2Uk8sW,CANADA   4,CANADA,AMERICA,13-379-259-7501,FURNITURE
445,Customer#000000445,f3Z6q0h6hsjkt4esBYJPgKV,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-135-123-2990,FURNITURE
446,Customer#000000446,Fhchv3LOJrJsfox,UNITED ST5,UNITED STATES,AMERICA,34-186-949-3794,FURNITURE
448,Customer#000000448,"qjWwyEnBQPH,dKCldh",UNITED ST0,UNITED STATES,AMERICA,34-957-855-4597,BUILDING
449,Customer#000000449,oI63QtBSm2Phlz3ZQTDOJmBC,EGYPT    7,EGYPT,MIDDLE EAST,14-938-589-7961,MACHINERY
451,Customer#000000451,"2hg7o,oG0p0,",SAUDI ARA3,SAUDI ARABIA,MIDDLE EAST,30-364-401-8378,HOUSEHOLD
452,Customer#000000452,17iTlO7OrKp3,FRANCE   3,FRANCE,EUROPE,16-630-264-8987,BUILDING
454,Customer#000000454,ORCaoFXCDd lFiC,GERMANY  6,GERMANY,EUROPE,17-486-967-3136,AUTOMOBILE
455,Customer#000000455, zzxzPbh01,FRANCE   5,FRANCE,EUROPE,16-946-225-9977,BUILDING
457,Customer#000000457,"NQq4Ms5A ,vZT6vIZxsaaP",SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-288-354-4174,FURNITURE
458,Customer#000000458,JigviYj ,EGYPT    9,EGYPT,MIDDLE EAST,14-900-902-2585,BUILDING
460,Customer#000000460,lPuVjEv0,IRAQ     6,IRAQ,MIDDLE EAST,21-381-443-6743,FURNITURE
461,Customer#000000461,Wwudft8q8sHP,VIETNAM  3,VIETNAM,ASIA,31-951-416-6867,AUTOMOBILE
463,Customer#000000463,g5TedU7GEYe8CWaYFvwH,INDIA    4,INDIA,ASIA,18-912-262-7827,HOUSEHOLD
466,Customer#000000466,2iZOS11QDMLmxVonaudLW0,JAPAN    1,JAPAN,ASIA,22-464-726-3712,MACHINERY
469,Customer#000000469,i4c6ff,JAPAN    1,JAPAN,ASIA,22-911-285-9157,BUILDING
470,Customer#000000470,xRrK49xbW4AcHdhaK,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-411-427-8857,HOUSEHOLD
472,Customer#000000472,K4KLD E7qmduReACST2vt,JAPAN    2,JAPAN,ASIA,22-464-530-5059,MACHINERY
473,Customer#000000473,tcX4RC2Hrb,INDONESIA9,INDONESIA,ASIA,19-865-971-8830,HOUSEHOLD
475,Customer#000000475,ihePHVEtf6teFP6FKUX,KENYA    3,KENYA,AFRICA,24-228-355-8838,BUILDING
476,Customer#000000476,VS STkopPaH52Q,BRAZIL   5,BRAZIL,AMERICA,12-871-732-1709,BUILDING
478,Customer#000000478,PFtAWWSniG43yWAgtjF,ARGENTINA4,ARGENTINA,AMERICA,11-799-825-8181,BUILDING
479,Customer#000000479,aNiIkTdPv2z,CHINA    9,CHINA,ASIA,28-310-465-4363,AUTOMOBILE
481,Customer#000000481,"DWuQTiY,dAkeSm,uGj0",VIETNAM  1,VIETNAM,ASIA,31-368-327-7108,FURNITURE
482,Customer#000000482,YSR9KeozE57gI9zHE aa,JORDAN   7,JORDAN,MIDDLE EAST,23-322-988-7078,HOUSEHOLD
484,Customer#000000484,JzEsF7s A9f9k4E,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-245-972-9772,BUILDING
487,Customer#000000487,"D7O0FSNqLSd,Acc",BRAZIL   1,BRAZIL,AMERICA,12-430-662-5641,AUTOMOBILE
488,Customer#000000488,QpOeHmb7tz97,CANADA   0,CANADA,AMERICA,13-682-249-5536,AUTOMOBILE
490,Customer#000000490,sUULkYltPRXUO5a jR1X,RUSSIA   8,RUSSIA,EUROPE,32-911-666-1336,FURNITURE
491,Customer#000000491,"AXsbcyMDujG,CAiE",ALGERIA  4,ALGERIA,AFRICA,10-111-683-1091,AUTOMOBILE
493,Customer#000000493,lrN9pIuEppyKZrua8Q,MOZAMBIQU3,MOZAMBIQUE,AFRICA,26-657-473-5515,MACHINERY
494,Customer#000000494,lgK7HklFa o14OGNy8A,IRAN     4,IRAN,MIDDLE EAST,20-698-262-5779,FURNITURE
496,Customer#000000496,3SC2fGjEMU2,JAPAN    6,JAPAN,ASIA,22-852-765-8021,MACHINERY
497,Customer#000000497,0sA994qu6PDZhrgovn,UNITED KI1,UNITED KINGDOM,EUROPE,33-123-363-4858,BUILDING
499,Customer#000000499,FZJcX63a5Pw,KENYA    6,KENYA,AFRICA,24-402-713-4163,HOUSEHOLD
500,Customer#000000500,MtTAuWLjfJPP,EGYPT    6,EGYPT,MIDDLE EAST,14-338-582-4233,AUTOMOBILE
502,Customer#000000502,ECxqlVGMNDlz4mJ,IRAQ     1,IRAQ,MIDDLE EAST,21-568-731-2769,HOUSEHOLD
503,Customer#000000503,Uuof2lfoBl70yChqibi iPfi,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-273-904-5521,MACHINERY
508,Customer#000000508,BR5ARsD,CHINA    0,CHINA,ASIA,28-980-719-3669,BUILDING
509,Customer#000000509,"gjf9,jgahj6lZr",EGYPT    6,EGYPT,MIDDLE EAST,14-871-781-7491,FURNITURE
511,Customer#000000511,GaoRgM4r4TUi2yhIqK81Lxds,JORDAN   8,JORDAN,MIDDLE EAST,23-935-875-2160,FURNITURE
512,Customer#000000512,NVrGtFwHLU6HQTy,BRAZIL   6,BRAZIL,AMERICA,12-121-883-7078,BUILDING
514,Customer#000000514,0BnUdwBXykYaAoAS,UNITED KI6,UNITED KINGDOM,EUROPE,33-791-117-5160,BUILDING
515,Customer#000000515,D3ujyL3b,MOROCCO  9,MOROCCO,AFRICA,25-960-364-4078,BUILDING
517,Customer#000000517,F8CVMjSlWmVgKFUYD4y,IRAN     1,IRAN,MIDDLE EAST,20-119-916-3225,FURNITURE
518,Customer#000000518,nzo yXOJG0Yi9iswe,PERU     1,PERU,AMERICA,27-790-528-2781,BUILDING
520,Customer#000000520,"uQckOS5MRYqIWlUN,kOJN6Ye",CANADA   3,CANADA,AMERICA,13-398-547-4808,HOUSEHOLD
521,Customer#000000521,f6mqmrZ1xwaCLd2XVXo,BRAZIL   9,BRAZIL,AMERICA,12-737-458-4234,MACHINERY
523,Customer#000000523," jMc8Lz8DhJUBv29 ,w",IRAN     4,IRAN,MIDDLE EAST,20-812-137-7283,BUILDING
524,Customer#000000524,QBzcTUuIqEIvcu,INDONESIA3,INDONESIA,ASIA,19-266-408-8194,HOUSEHOLD
526,Customer#000000526,0Dq5bKJZiWiN ,ARGENTINA1,ARGENTINA,AMERICA,11-891-401-7013,HOUSEHOLD
527,Customer#000000527,"LIhq6ID7yu40j3iu,QN",JORDAN   7,JORDAN,MIDDLE EAST,23-622-505-4274,HOUSEHOLD
529,Customer#000000529,DkgKvNorCNCtc9gchRCu8As,MOROCCO  1,MOROCCO,AFRICA,25-132-560-7435,FURNITURE
530,Customer#000000530,"wkUqoUkU2,o9xshJ C4oqt",JORDAN   5,JORDAN,MIDDLE EAST,23-669-619-5613,BUILDING
532,Customer#000000532,vv4cXG4HK5i71vJEFytjV,MOROCCO  0,MOROCCO,AFRICA,25-279-528-5064,MACHINERY
533,Customer#000000533,F8ySkIWhA34Mn8OEYoprci ,MOROCCO  0,MOROCCO,AFRICA,25-208-868-2564,HOUSEHOLD
535,Customer#000000535,1Y2rGHFB bRzmB,BRAZIL   1,BRAZIL,AMERICA,12-179-608-6532,BUILDING
536,Customer#000000536,ILSb8danwA,JAPAN    6,JAPAN,ASIA,22-887-215-3180,MACHINERY
538,Customer#000000538,yRH2mfbCgvAjVv3Jw,ROMANIA  5,ROMANIA,EUROPE,29-433-124-4221,MACHINERY
541,Customer#000000541,"1o IzTSvGjwWa,3Go",ALGERIA  0,ALGERIA,AFRICA,10-542-274-1075,FURNITURE
542,Customer#000000542,"46YLLvD4X7bQz Lm,xYg",MOZAMBIQU6,MOZAMBIQUE,AFRICA,26-738-408-9760,BUILDING
544,Customer#000000544,iwTwOF0Cm0kmtuMH3,ETHIOPIA 2,ETHIOPIA,AFRICA,15-187-656-9336,AUTOMOBILE
545,Customer#000000545,rz2vUH0Dn6b,IRAN     6,IRAN,MIDDLE EAST,20-838-931-2722,AUTOMOBILE
547,Customer#000000547,XJr8gYN5Gm,RUSSIA   8,RUSSIA,EUROPE,32-410-236-2705,BUILDING
548,Customer#000000548,"SSDbX,7CqkhryooH2ETjBp1y",EGYPT    3,EGYPT,MIDDLE EAST,14-156-319-2783,BUILDING
550,Customer#000000550,BVrKgwOTb,PERU     2,PERU,AMERICA,27-571-317-8138,FURNITURE
551,Customer#000000551,KCFBZoGH2st,MOROCCO  5,MOROCCO,AFRICA,25-566-457-2081,MACHINERY
553,Customer#000000553,Ty7FQx,EGYPT    9,EGYPT,MIDDLE EAST,14-466-421-8347,BUILDING
554,Customer#000000554,aFxQKyd9qhK23ED1,BRAZIL   4,BRAZIL,AMERICA,12-721-964-7633,HOUSEHOLD
556,Customer#000000556,7ejFF6Gxta7aXQf4o59u,ARGENTINA0,ARGENTINA,AMERICA,11-435-630-1961,MACHINERY
557,Customer#000000557,eyUl6y,MOROCCO  9,MOROCCO,AFRICA,25-788-586-9628,BUILDING
559,Customer#000000559,rXqolD5Pb0LbMruHD5he5o0v,GERMANY  5,GERMANY,EUROPE,17-415-178-2915,AUTOMOBILE
560,Customer#000000560,"L6VlaM,4e",ROMANIA  6,ROMANIA,EUROPE,29-739-219-4649,BUILDING
562,Customer#000000562,"0XuHp1sxLLEJ5tm3,rb",MOROCCO  4,MOROCCO,AFRICA,25-230-397-6898,BUILDING
563,Customer#000000563,Z98oZLTO5N1HYXjy,JAPAN    3,JAPAN,ASIA,22-560-460-7397,FURNITURE
565,Customer#000000565,kop3qDx0ZMcU1XiuDjl,EGYPT    7,EGYPT,MIDDLE EAST,14-846-380-7390,FURNITURE
566,Customer#000000566,WdENejv7BlTyHTcSYXU,UNITED ST6,UNITED STATES,AMERICA,34-709-452-9618,FURNITURE
568,Customer#000000568,2NN5oEsMqp87pK5YkwGweyv,JORDAN   5,JORDAN,MIDDLE EAST,23-479-534-4898,BUILDING
569,Customer#000000569,"hGY,aWjItzIObBeG",BRAZIL   9,BRAZIL,AMERICA,12-945-432-1994,MACHINERY
571,Customer#000000571,Ko nnAeskJ Q,BRAZIL   2,BRAZIL,AMERICA,12-251-317-1648,HOUSEHOLD
572,Customer#000000572,eLW2AQWRpAl,IRAQ     6,IRAQ,MIDDLE EAST,21-605-361-3955,AUTOMOBILE
574,Customer#000000574,AQy5fOE,INDIA    8,INDIA,ASIA,18-449-179-7588,FURNITURE
575,Customer#000000575,"XgUJ,C2j0PLYl8VP2f0ABMHJ",ARGENTINA3,ARGENTINA,AMERICA,11-813-326-9582,BUILDING
577,Customer#000000577,RTX88BYOIBUoSD8tNE,KENYA    5,KENYA,AFRICA,24-717-468-3713,FURNITURE
580,Customer#000000580,wBwbPRb,IRAQ     9,IRAQ,MIDDLE EAST,21-814-514-9127,BUILDING
581,Customer#000000581, R8CdS3M,UNITED ST7,UNITED STATES,AMERICA,34-690-147-3371,MACHINERY
583,Customer#000000583,6XIUkyR0f1zwNDdCB3DiZM,JORDAN   0,JORDAN,MIDDLE EAST,23-686-176-3896,HOUSEHOLD
584,Customer#000000584,"IMPgwCyEjy9R02m,AcHFZq",MOROCCO  8,MOROCCO,AFRICA,25-624-788-8077,MACHINERY
586,Customer#000000586,xkQqR4pyD0KFzvlK8Hfi4,IRAQ     8,IRAQ,MIDDLE EAST,21-337-360-5321,AUTOMOBILE
587,Customer#000000587,iY6vCimasqd7yxpAuk,FRANCE   6,FRANCE,EUROPE,16-670-585-3491,AUTOMOBILE
589,Customer#000000589,8wN2dDKisnM rZ6uhmWP,ROMANIA  1,ROMANIA,EUROPE,29-270-348-3754,FURNITURE
590,Customer#000000590,XzjJJr14j2auh5s0h9K,INDIA    9,INDIA,ASIA,18-483-833-5072,MACHINERY
592,Customer#000000592,"  dcVkxZ,s,9xW ab60a",UNITED ST3,UNITED STATES,AMERICA,34-741-158-7028,BUILDING
593,Customer#000000593,92tmfZDtyh4pPlMFezMoJI,INDONESIA6,INDONESIA,ASIA,19-732-222-3349,AUTOMOBILE
595,Customer#000000595,UaZTpROue0GI2YqwJDjk,ROMANIA  5,ROMANIA,EUROPE,29-273-876-4773,HOUSEHOLD
596,Customer#000000596,KCpta6YhOJGi4L,ETHIOPIA 5,ETHIOPIA,AFRICA,15-236-600-5875,MACHINERY
598,Customer#000000598,Siofl5,INDONESIA3,INDONESIA,ASIA,19-309-456-1719,FURNITURE
599,Customer#000000599,"MiwBsR,yF3r5HcqcG4dV1nI6",EGYPT    3,EGYPT,MIDDLE EAST,14-547-731-3012,HOUSEHOLD
601,Customer#000000601,cXrnw1UtFF8dEfRuyUd6,ARGENTINA9,ARGENTINA,AMERICA,11-595-924-1595,BUILDING
602,Customer#000000602,eo tgjBkX,JORDAN   3,JORDAN,MIDDLE EAST,23-890-409-2341,BUILDING
604,Customer#000000604,Boazlnf1X4sJFEI1scjpP1kC,VIETNAM  8,VIETNAM,ASIA,31-102-545-8181,HOUSEHOLD
605,Customer#000000605,"bqu1,j3Kos7LdHzN",UNITED KI8,UNITED KINGDOM,EUROPE,33-130-795-8130,HOUSEHOLD
607,Customer#000000607,FUZJw3bq8il,UNITED ST0,UNITED STATES,AMERICA,34-493-596-9627,FURNITURE
608,Customer#000000608,GxeiZiBL  jfom,MOZAMBIQU9,MOZAMBIQUE,AFRICA,26-348-741-1477,BUILDING
610,Customer#000000610,mCS9LcAZ,IRAQ     5,IRAQ,MIDDLE EAST,21-131-289-5237,BUILDING
611,Customer#000000611,nZNy4ljmTdAf,ROMANIA  3,ROMANIA,EUROPE,29-481-882-2683,HOUSEHOLD
613,Customer#000000613,rh70YV9PQD8N,EGYPT    6,EGYPT,MIDDLE EAST,14-200-316-1179,AUTOMOBILE
614,Customer#000000614,3gvMAkh,CHINA    2,CHINA,ASIA,28-740-430-9216,FURNITURE
616,Customer#000000616,uw6mTbtX6PVxk,ARGENTINA8,ARGENTINA,AMERICA,11-390-463-5774,FURNITURE
617,Customer#000000617,jLHuPzX,KENYA    6,KENYA,AFRICA,24-352-562-8108,HOUSEHOLD
619,Customer#000000619,VPu dvaqrCNzTOeRYX9,UNITED ST5,UNITED STATES,AMERICA,34-990-328-8546,FURNITURE
622,Customer#000000622,BN9j78D5LRdYIlelZzn,JORDAN   3,JORDAN,MIDDLE EAST,23-329-378-5573,FURNITURE
623,Customer#000000623,k3IlPSC4FKB13 hc6om,INDONESIA9,INDONESIA,ASIA,19-485-127-6273,BUILDING
625,Customer#000000625,ywKnmVMaYPiBWp,JORDAN   9,JORDAN,MIDDLE EAST,23-244-307-5345,FURNITURE
628,Customer#000000628,6s Q yVg,PERU     0,PERU,AMERICA,27-101-687-6257,FURNITURE
629,Customer#000000629,"gM3kJ43ZElb,oA0UyQ4rA",JAPAN    3,JAPAN,ASIA,22-462-810-2533,AUTOMOBILE
631,Customer#000000631,qtrfihX7PhVTzhfG,ROMANIA  5,ROMANIA,EUROPE,29-126-828-7488,MACHINERY
634,Customer#000000634,"d,R7MIjhU6 sdLEB",SAUDI ARA1,SAUDI ARABIA,MIDDLE EAST,30-200-573-6420,FURNITURE
635,Customer#000000635,"myAI,72wssWUcw0iU0t",BRAZIL   6,BRAZIL,AMERICA,12-392-627-7354,AUTOMOBILE
637,Customer#000000637,ntTKWBYC,GERMANY  5,GERMANY,EUROPE,17-238-515-5826,HOUSEHOLD
638,Customer#000000638,ut99CA1rjjt6ZthwdhvlUYN,UNITED ST6,UNITED STATES,AMERICA,34-694-684-6549,HOUSEHOLD
640,Customer#000000640,IXwH 0sD0Bi,BRAZIL   7,BRAZIL,AMERICA,12-736-830-7589,HOUSEHOLD
641,Customer#000000641,LPiwlGotKj,UNITED ST6,UNITED STATES,AMERICA,34-630-181-8229,AUTOMOBILE
643,Customer#000000643,S7rYQxJL,ALGERIA  0,ALGERIA,AFRICA,10-206-104-1193,FURNITURE
644,Customer#000000644,"QL1 N2m,ajze",CHINA    0,CHINA,ASIA,28-164-810-9204,HOUSEHOLD
646,Customer#000000646,"LCKiSHvMnrZjU600,FPiC,",BRAZIL   8,BRAZIL,AMERICA,12-173-508-6114,HOUSEHOLD
647,Customer#000000647,ZpuT0UISTJWOQKo11ps,ARGENTINA5,ARGENTINA,AMERICA,11-947-491-8293,BUILDING
649,Customer#000000649,nDy3fU,IRAQ     0,IRAQ,MIDDLE EAST,21-405-998-4528,BUILDING
650,Customer#000000650,",JAv2OFnJQBDG9 DwPx",ETHIOPIA 7,ETHIOPIA,AFRICA,15-197-957-8847,AUTOMOBILE
652,Customer#000000652,05Fdg C9ANI6R0Vsas0,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,30-202-233-9562,AUTOMOBILE
653,Customer#000000653,"GQ09cqbhWiZ2dsaw09BPq,z",IRAQ     6,IRAQ,MIDDLE EAST,21-761-344-3451,BUILDING
655,Customer#000000655,9OMIGutLL2gVc6i,KENYA    3,KENYA,AFRICA,24-273-637-6874,FURNITURE
656,Customer#000000656,"oM1bMPYgZ6,Lop9Z6FRE",ETHIOPIA 9,ETHIOPIA,AFRICA,15-667-469-8092,AUTOMOBILE
658,Customer#000000658,S8PCuly3IEFhK,ARGENTINA1,ARGENTINA,AMERICA,11-962-161-1481,HOUSEHOLD
659,Customer#000000659,8J9REJcMNbyv5m1u,ALGERIA  8,ALGERIA,AFRICA,10-538-717-8821,HOUSEHOLD
661,Customer#000000661,",eA4xy95eVuVd",EGYPT    8,EGYPT,MIDDLE EAST,14-586-922-9066,HOUSEHOLD
662,Customer#000000662, zrqKd pV5mxPfGsP,ALGERIA  5,ALGERIA,AFRICA,10-833-374-9658,BUILDING
664,Customer#000000664,xI9MZcUjItgW,MOROCCO  6,MOROCCO,AFRICA,25-612-333-2657,BUILDING
665,Customer#000000665,mCRaKbznc,RUSSIA   7,RUSSIA,EUROPE,32-367-438-4149,BUILDING
667,Customer#000000667,"DaAMmp0cnR4oZh3uczjAPBw,",FRANCE   8,FRANCE,EUROPE,16-295-148-3722,AUTOMOBILE
668,Customer#000000668,"coEv,AUgGfI3",MOROCCO  1,MOROCCO,AFRICA,25-461-910-9493,FURNITURE
670,Customer#000000670,ahyOfx,BRAZIL   8,BRAZIL,AMERICA,12-848-111-6743,BUILDING
671,Customer#000000671,"JOUAkAy,KIq0jnmJp",VIETNAM  7,VIETNAM,ASIA,31-527-728-3381,FURNITURE
673,Customer#000000673,"bY8RnD4UEaeVIa,rSn",EGYPT    5,EGYPT,MIDDLE EAST,14-852-159-8740,MACHINERY
676,Customer#000000676,ishDnsGqX,UNITED ST8,UNITED STATES,AMERICA,34-985-474-3762,HOUSEHOLD
677,Customer#000000677,1v7y4dc rrwA3Yzg0JT,CANADA   9,CANADA,AMERICA,13-398-435-1721,AUTOMOBILE
679,Customer#000000679,jhLZlG1fRiSE0 wDLO,IRAN     4,IRAN,MIDDLE EAST,20-667-296-9983,AUTOMOBILE
680,Customer#000000680,8xcdym5iiS89YayitFZF9V,JAPAN    5,JAPAN,ASIA,22-934-805-7761,AUTOMOBILE
682,Customer#000000682,"uVh,ji5iUeQrGW ",MOROCCO  2,MOROCCO,AFRICA,25-780-788-1137,AUTOMOBILE
683,Customer#000000683,"l,0rATOUwpuGBIf",FRANCE   1,FRANCE,EUROPE,16-276-165-3603,MACHINERY
685,Customer#000000685,N9wE2d,PERU     6,PERU,AMERICA,27-168-687-9969,MACHINERY
686,Customer#000000686,",HroS064jM",FRANCE   3,FRANCE,EUROPE,16-248-197-2553,HOUSEHOLD
688,Customer#000000688,ZapugT4i t5e17zoerh8Uku4,INDIA    4,INDIA,ASIA,18-266-227-2962,HOUSEHOLD
